round,sample,type,raw_report_detected,postchecked_report_detected,compile_ok,attack_ok,repair_ok,raw_safe_fp,postchecked_safe_fp,artifact_dir,evaluation_md
1,VaultWithdrawFromMissingAuth,vulnerable,1,1,1,1,1,,,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/VaultWithdrawFromMissingAuth_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/VaultWithdrawFromMissingAuth_evaluation.md
1,NFTTransferFromMissingApproval,vulnerable,0,0,1,1,1,,,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/NFTTransferFromMissingApproval_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/NFTTransferFromMissingApproval_evaluation.md
1,ERC1155TransferMissingOperator,vulnerable,1,1,1,1,1,,,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/ERC1155TransferMissingOperator_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/ERC1155TransferMissingOperator_evaluation.md
1,OZERC20MissingAllowanceTransferFrom,vulnerable,1,1,1,1,1,,,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/OZERC20MissingAllowanceTransferFrom_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/OZERC20MissingAllowanceTransferFrom_evaluation.md
1,OZERC20WrongAllowanceOwnerRealCrop,vulnerable,1,1,1,1,1,,,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/OZERC20WrongAllowanceOwnerRealCrop_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/OZERC20WrongAllowanceOwnerRealCrop_evaluation.md
1,OZERC20AllowanceNotDecreasedRealCrop,vulnerable,0,0,1,1,1,,,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/OZERC20AllowanceNotDecreasedRealCrop_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/OZERC20AllowanceNotDecreasedRealCrop_evaluation.md
1,OZERC20PublicBurnFromRealCrop,vulnerable,1,1,0,0,0,,,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/OZERC20PublicBurnFromRealCrop_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/OZERC20PublicBurnFromRealCrop_evaluation.md
1,OZERC20PermitNoSignatureRealCrop,vulnerable,0,0,0,0,0,,,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/OZERC20PermitNoSignatureRealCrop_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/OZERC20PermitNoSignatureRealCrop_evaluation.md
1,UniswapV2MissingAllowanceTransferFrom,vulnerable,1,1,1,1,1,,,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/UniswapV2MissingAllowanceTransferFrom_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/UniswapV2MissingAllowanceTransferFrom_evaluation.md
1,UniswapV2WrongAllowanceOwner,vulnerable,0,0,1,1,1,,,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/UniswapV2WrongAllowanceOwner_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/UniswapV2WrongAllowanceOwner_evaluation.md
1,UniswapV2AllowanceNotDecreased,vulnerable,0,0,0,0,0,,,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/UniswapV2AllowanceNotDecreased_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/UniswapV2AllowanceNotDecreased_evaluation.md
1,SolmateERC20MissingAllowanceTransferFrom,vulnerable,1,1,1,1,1,,,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/SolmateERC20MissingAllowanceTransferFrom_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/SolmateERC20MissingAllowanceTransferFrom_evaluation.md
1,SolmateERC20PublicBurnFrom,vulnerable,1,1,1,1,1,,,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/SolmateERC20PublicBurnFrom_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/SolmateERC20PublicBurnFrom_evaluation.md
1,OZERC721MissingApprovalTransferFrom,vulnerable,1,1,1,1,1,,,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/OZERC721MissingApprovalTransferFrom_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/OZERC721MissingApprovalTransferFrom_evaluation.md
1,OZERC721WrongOperatorDirection,vulnerable,0,0,1,1,1,,,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/OZERC721WrongOperatorDirection_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/OZERC721WrongOperatorDirection_evaluation.md
1,OZERC721PublicBurnFrom,vulnerable,1,1,0,0,0,,,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/OZERC721PublicBurnFrom_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/OZERC721PublicBurnFrom_evaluation.md
1,SolmateERC721MissingApprovalTransferFrom,vulnerable,1,1,1,1,1,,,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/SolmateERC721MissingApprovalTransferFrom_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/SolmateERC721MissingApprovalTransferFrom_evaluation.md
1,SolmateERC721WrongOperatorDirection,vulnerable,0,0,1,1,1,,,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/SolmateERC721WrongOperatorDirection_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/SolmateERC721WrongOperatorDirection_evaluation.md
1,OZERC1155MissingOperatorSafeTransfer,vulnerable,0,0,1,1,1,,,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/OZERC1155MissingOperatorSafeTransfer_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/OZERC1155MissingOperatorSafeTransfer_evaluation.md
1,OZERC1155WrongOperatorDirection,vulnerable,1,1,1,1,1,,,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/OZERC1155WrongOperatorDirection_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/OZERC1155WrongOperatorDirection_evaluation.md
1,OZERC1155BatchMissingOperatorRealCrop,vulnerable,1,1,1,1,1,,,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/OZERC1155BatchMissingOperatorRealCrop_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/OZERC1155BatchMissingOperatorRealCrop_evaluation.md
1,OZERC4626WithdrawMissingOwnerAuth,vulnerable,1,0,1,1,1,,,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/OZERC4626WithdrawMissingOwnerAuth_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/OZERC4626WithdrawMissingOwnerAuth_evaluation.md
1,OZERC4626WithdrawWrongOwnerAuth,vulnerable,1,0,1,1,1,,,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/OZERC4626WithdrawWrongOwnerAuth_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/OZERC4626WithdrawWrongOwnerAuth_evaluation.md
1,OZERC4626WithdrawAllowanceNotDecreased,vulnerable,0,0,1,1,1,,,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/OZERC4626WithdrawAllowanceNotDecreased_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/OZERC4626WithdrawAllowanceNotDecreased_evaluation.md
1,AccessControlRoleBypassTransferRealCrop,vulnerable,1,1,1,1,1,,,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/AccessControlRoleBypassTransferRealCrop_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/AccessControlRoleBypassTransferRealCrop_evaluation.md
1,AccessControlWrongRoleTransferRealCrop,vulnerable,1,1,1,1,1,,,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/AccessControlWrongRoleTransferRealCrop_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/AccessControlWrongRoleTransferRealCrop_evaluation.md
1,CompoundStyleTransferFromWrongSpender,vulnerable,0,0,1,1,1,,,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/CompoundStyleTransferFromWrongSpender_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/CompoundStyleTransferFromWrongSpender_evaluation.md
1,AaveVaultWithdrawFromMissingAuth,vulnerable,1,0,1,1,1,,,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/AaveVaultWithdrawFromMissingAuth_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/AaveVaultWithdrawFromMissingAuth_evaluation.md
1,SafeTransferFromWithAllowance,safe,,,,,,0,0,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/SafeTransferFromWithAllowance_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/SafeTransferFromWithAllowance_evaluation.md
1,SafeBurnFromWithAllowance,safe,,,,,,1,0,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/SafeBurnFromWithAllowance_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/SafeBurnFromWithAllowance_evaluation.md
1,SafeBatchTransferFrom,safe,,,,,,1,1,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/SafeBatchTransferFrom_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/SafeBatchTransferFrom_evaluation.md
1,SafeInternalMove,safe,,,,,,1,1,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/SafeInternalMove_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/SafeInternalMove_evaluation.md
1,SafeRoleCheckedTransfer,safe,,,,,,1,0,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/SafeRoleCheckedTransfer_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/SafeRoleCheckedTransfer_evaluation.md
1,OZERC20SafeTransferFromRealCrop,safe,,,,,,1,0,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/OZERC20SafeTransferFromRealCrop_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/OZERC20SafeTransferFromRealCrop_evaluation.md
1,UniswapV2SafeTransferFromRealCrop,safe,,,,,,1,0,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/UniswapV2SafeTransferFromRealCrop_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/UniswapV2SafeTransferFromRealCrop_evaluation.md
1,SolmateERC20SafeTransferFromRealCrop,safe,,,,,,0,0,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/SolmateERC20SafeTransferFromRealCrop_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/SolmateERC20SafeTransferFromRealCrop_evaluation.md
1,OZERC20SafeBurnFromAllowanceRealCrop,safe,,,,,,1,0,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/OZERC20SafeBurnFromAllowanceRealCrop_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/OZERC20SafeBurnFromAllowanceRealCrop_evaluation.md
1,OZERC20SafePermitTransferRealCrop,safe,,,,,,1,0,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/OZERC20SafePermitTransferRealCrop_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/OZERC20SafePermitTransferRealCrop_evaluation.md
1,OZERC721SafeTransferFromRealCrop,safe,,,,,,0,0,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/OZERC721SafeTransferFromRealCrop_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/OZERC721SafeTransferFromRealCrop_evaluation.md
1,OZERC721SafeOperatorTransferRealCrop,safe,,,,,,0,0,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/OZERC721SafeOperatorTransferRealCrop_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/OZERC721SafeOperatorTransferRealCrop_evaluation.md
1,SolmateERC721SafeTransferRealCrop,safe,,,,,,0,0,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/SolmateERC721SafeTransferRealCrop_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/SolmateERC721SafeTransferRealCrop_evaluation.md
1,OZERC1155SafeTransferRealCrop,safe,,,,,,1,0,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/OZERC1155SafeTransferRealCrop_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/OZERC1155SafeTransferRealCrop_evaluation.md
1,OZERC1155SafeBatchTransferRealCrop,safe,,,,,,1,0,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/OZERC1155SafeBatchTransferRealCrop_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/OZERC1155SafeBatchTransferRealCrop_evaluation.md
1,OZERC1155SafeOperatorRealCrop,safe,,,,,,1,0,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/OZERC1155SafeOperatorRealCrop_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/OZERC1155SafeOperatorRealCrop_evaluation.md
1,OZERC4626SafeWithdrawFromRealCrop,safe,,,,,,1,0,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/OZERC4626SafeWithdrawFromRealCrop_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/OZERC4626SafeWithdrawFromRealCrop_evaluation.md
1,OZERC4626SafeRedeemFromRealCrop,safe,,,,,,1,0,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/OZERC4626SafeRedeemFromRealCrop_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/OZERC4626SafeRedeemFromRealCrop_evaluation.md
1,AccessControlSafeRoleTransferRealCrop,safe,,,,,,1,0,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/AccessControlSafeRoleTransferRealCrop_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/AccessControlSafeRoleTransferRealCrop_evaluation.md
1,VaultSafeDelegatedWithdrawRealCrop,safe,,,,,,1,0,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/artifacts/VaultSafeDelegatedWithdrawRealCrop_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_1/evaluations/VaultSafeDelegatedWithdrawRealCrop_evaluation.md
2,UnauthorizedTokenTransfer,vulnerable,1,1,1,1,1,,,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/UnauthorizedTokenTransfer_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/evaluations/UnauthorizedTokenTransfer_evaluation.md
2,MissingAllowanceTransferFrom,vulnerable,1,1,1,1,1,,,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/MissingAllowanceTransferFrom_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/evaluations/MissingAllowanceTransferFrom_evaluation.md
2,WrongAllowanceOwner,vulnerable,0,0,1,1,1,,,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/WrongAllowanceOwner_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/evaluations/WrongAllowanceOwner_evaluation.md
2,OnlyToCheckedTransfer,vulnerable,1,1,1,1,1,,,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/OnlyToCheckedTransfer_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/evaluations/OnlyToCheckedTransfer_evaluation.md
2,PublicBurnFrom,vulnerable,1,1,1,1,1,,,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/PublicBurnFrom_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/evaluations/PublicBurnFrom_evaluation.md
2,UncheckedOperatorTransfer,vulnerable,1,1,1,1,1,,,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/UncheckedOperatorTransfer_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/evaluations/UncheckedOperatorTransfer_evaluation.md
2,BatchTransferFromMissingAuth,vulnerable,1,1,1,1,1,,,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/BatchTransferFromMissingAuth_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/evaluations/BatchTransferFromMissingAuth_evaluation.md
2,ApproveAndCallWrongSpender,vulnerable,1,1,1,1,1,,,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/ApproveAndCallWrongSpender_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/evaluations/ApproveAndCallWrongSpender_evaluation.md
2,InternalMoveExposed,vulnerable,0,0,1,1,1,,,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/InternalMoveExposed_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/evaluations/InternalMoveExposed_evaluation.md
2,RoleBypassTransfer,vulnerable,1,1,1,1,1,,,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/RoleBypassTransfer_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/evaluations/RoleBypassTransfer_evaluation.md
2,PermitNonceMissingTransfer,vulnerable,1,1,0,0,0,,,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/PermitNonceMissingTransfer_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/evaluations/PermitNonceMissingTransfer_evaluation.md
2,DelegatedTransferMissingAuth,vulnerable,1,1,1,1,1,,,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/DelegatedTransferMissingAuth_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/evaluations/DelegatedTransferMissingAuth_evaluation.md
2,VaultWithdrawFromMissingAuth,vulnerable,1,1,1,1,1,,,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/VaultWithdrawFromMissingAuth_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/evaluations/VaultWithdrawFromMissingAuth_evaluation.md
2,NFTTransferFromMissingApproval,vulnerable,1,1,1,1,1,,,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/NFTTransferFromMissingApproval_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/evaluations/NFTTransferFromMissingApproval_evaluation.md
2,ERC1155TransferMissingOperator,vulnerable,1,1,0,0,0,,,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/ERC1155TransferMissingOperator_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/evaluations/ERC1155TransferMissingOperator_evaluation.md
2,OZERC20MissingAllowanceTransferFrom,vulnerable,1,1,1,1,1,,,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/artifacts/OZERC20MissingAllowanceTransferFrom_qwen3_coder_30b,/home/tianlang/smart-audit-llm/reports/publish_exp_60_system_repeat_keep/round_2/evaluations/OZERC20MissingAllowanceTransferFrom_evaluation.md
